,GISPROPNUM,BOROUGH,ACRES,SIGNNAME,TYPECATEGO,handball,tennis,basketball,adult_soft,track_and,play_area_count,preserve_count,spray_count,OBJECTID,TPL_P_NAME,FREQUENCY,SUM_SVCAREA,SUM_TOTPOPSVCA,SUM_KIDSVCA,SUM_YOUNGPROSVCA,SUM_SENIORSVCA,SUM_HHILOWSVCA,SUM_HHIMEDSVCA,SUM_HHIHIGHSVCA,SUM_TOTHHSVCA,SUM_WHITE_SVC,SUM_BLACK_SVC,SUM_AMERINDSVC,SUM_ASIAN_SVC,SUM_PACIFICSVC,SUM_OTHRACESVC,SUM_RACE2UPSVC,SUM_HISP_SVC
1394,R161,R,2.223,Laredo Avenue Parcel,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800,Laredo Avenue Parcel,11,13318396.0978,7285,1524,4289,1468,438,581,1684,2701,6581,42,9,433,1,105,111,634
1395,R162,R,1.58,Olmsted-Beil House Park,Historic House Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1072,Olmsted-Beil House Park,10,9644146.86437,3698,822,2095,783,235,221,838,1293,3421,14,9,171,6,29,49,229
1396,R165,R,0.724,Blueberry Park,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146,Blueberry Park,7,8201161.30978,2902,651,1677,574,179,172,652,1003,2656,7,7,169,3,18,41,179
1397,R166,R,1.78,Manor Park,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,878,Manor Park,4,2739721.954,249,42,119,87,23,10,52,85,217,5,1,10,0,8,9,31
1398,R167,R,11.193,Richmond Terrace Wetlands,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1441,Richmond Terrace Wetlands,7,6589015.99471,4311,1364,2561,386,332,388,546,1266,1429,1490,53,273,0,821,246,1930
1399,R169,R,26.532,Goodhue Park,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540,Goodhue Park,13,8604126.58938,5906,1523,3436,945,553,503,786,1841,2364,1780,36,392,5,1031,294,1964
1400,R170,R,2.577,Stapleton Esplanade,Waterfront Facility,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1587,Stapleton Esplanade,4,2722283.78686,1810,485,1103,220,196,140,178,514,714,535,13,105,2,361,78,780
1401,R172,R,258.72,Brookfield Park,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,Brookfield Park,9,7294085.57735,4694,1151,2640,904,284,355,1018,1656,4188,35,4,322,3,61,78,420
1402,RS01,R,0.6023222,P.S. 29,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1190,P.S. 29,10,9628323.09682,3705,785,2159,765,245,352,869,1463,2986,152,12,349,0,113,96,419
1403,RS02,R,1.19916682,P.S. 44,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1221,P.S. 44,11,11115901.3236,8543,2744,5012,785,1088,693,836,2617,2365,3461,84,725,2,1436,469,3519
1404,RS03,R,0.64997506,P.S. 22,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1164,P.S. 22,10,9741201.16738,5699,1528,3531,636,475,484,873,1831,2671,1087,36,729,7,881,283,2219
1405,RS04,R,1.17817594,P.S. 60,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1236,P.S. 60,8,10658963.9642,6050,1369,3602,1080,358,566,1163,2088,4469,220,10,847,6,354,146,1080
1406,RS05,R,0.87490264,P.S. 26,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1185,P.S. 26,2,7158365.50518,1340,354,837,148,71,90,278,440,1048,50,0,98,0,93,51,262
1407,RS06,R,0.59677657,P.S. 54,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1231,P.S. 54,9,11422976.3791,8000,2076,4449,1476,382,491,1715,2587,4999,358,18,2046,12,320,245,889
1408,RS07,R,0.73539528,P.S. 11,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1091,P.S. 11,10,12099143.7895,5517,1172,3434,911,567,587,1000,2155,4267,314,18,469,1,289,157,896
1409,RS08,R,1.33713823,P.S. 36R,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1210,P.S. 36R,8,10418997.0269,3794,831,2268,693,149,363,872,1384,3484,20,6,192,2,30,56,271
1410,RS10,R,0.99499656,P.S. 58,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1233,P.S. 58,11,8972961.99398,7438,1480,4458,1500,713,766,1522,2999,5398,230,12,1355,0,290,152,1007
1411,RS11,R,0.95640875,P.S. 69,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1245,P.S. 69,14,16431166.7721,8583,1958,5236,1389,573,757,1685,3012,6714,149,11,1275,1,261,174,1072
1412,RS12,R,0.74590078,P.S. 56,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1232,P.S. 56,9,10685553.9195,5740,1411,3559,773,311,513,1176,2000,5215,63,1,298,0,86,77,546
1413,RS13,R,1.37174276,I.S. 75,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703,I.S. 75,9,12527356.9753,5583,1267,3328,989,326,477,1157,1961,5096,33,2,301,1,78,73,448
1414,RS14,R,1.83168108,P.S. 32,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1199,P.S. 32,9,13469374.2652,8618,1977,4989,1652,485,700,1866,3050,7784,59,4,442,5,182,138,855
1415,RS15,R,0.17930752,P.S. 37,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1211,P.S. 37,6,6360415.94394,3767,884,2275,606,175,367,741,1282,3510,22,3,139,0,52,40,354
1416,RS16,R,1.78393626,I.S. 34,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691,I.S. 34,8,10610595.4829,4812,1211,2965,636,192,458,998,1649,4394,45,11,144,3,140,79,515
1417,RS17,R,0.81612914,P.S. 4,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1218,P.S. 4,5,2473892.90638,2015,450,1228,338,52,120,511,683,1690,59,4,138,1,63,61,322
1418,RS18,R,1.0865611,P.S. 21R,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1163,P.S. 21R,15,11186294.8642,7615,2274,4569,771,704,686,982,2371,3212,1835,62,507,11,1493,493,3338
1419,RS19,R,1.13851446,P.S. 41,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1220,P.S. 41,10,10128649.8108,4789,1106,2872,810,384,392,990,1765,4106,62,29,268,4,210,109,709
1420,RS20,R,3.27149577,I.S. 72,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701,I.S. 72,13,11048735.8006,8059,1786,4869,1404,483,722,1633,2836,5954,177,12,1428,0,304,180,1151
1421,RS21,R,0.58913382,P.S. 30,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1194,P.S. 30,15,14026357.4541,7478,1770,4385,1320,412,510,1824,2746,6331,186,14,479,4,239,223,942
1422,RS22,R,1.04493019,P.S. 3R,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1217,P.S. 3R,5,11070285.4712,2422,581,1492,348,75,145,592,813,2275,19,2,81,4,11,28,139
1423,RS23,R,0.97714412,I.S. 61R,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,699,I.S. 61R,11,8310748.713,4027,838,2456,732,237,336,814,1385,2801,505,18,220,2,341,138,767
1424,RS24,R,1.17394299,PS 57,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1392,PS 57,11,7830606.32434,9397,3068,5471,859,1459,969,826,3255,2047,5243,54,760,8,923,360,2424
1425,RS25,R,1.02203648,PS 23,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1387,PS 23,6,8283680.81654,2614,563,1392,659,119,150,615,886,2472,4,2,89,0,23,25,153
1426,RS26,R,0.54185595,PS 42,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1391,PS 42,9,12388921.1438,7901,1759,4508,1631,448,657,1777,2881,7176,54,17,415,1,124,113,683
1427,RS27,R,0.99813463,I.S. 24,Schoolyards to Playgrounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687,I.S. 24,9,11512701.1973,5484,1223,3248,1013,303,452,1272,2028,5113,35,7,150,3,91,87,508
1428,RS29,R,0.93098093,I.S. 049 BERTHA A DREYFUS,Schoolyards to Playgrounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674,I.S. 049 BERTHA A DREYFUS,12,9497837.58234,9036,2901,5253,882,1245,804,618,2666,2211,4220,93,468,6,1602,432,3465
1429,RT02,R,0.99209231,The Tides,Restrictive Declaration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1646,The Tides,3,4088926.5139,253,32,181,40,13,12,31,57,158,66,1,6,0,19,2,48
1430,RT03,R,0.64773442,Port Regalle,Restrictive Declaration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1356,Port Regalle,7,6270381.38354,3420,745,2086,586,180,265,835,1281,3148,20,4,124,2,69,50,335
1431,RT04,R,0.0,Korean War Veterans Memorial Park,Tracking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784,Korean War Veterans Memorial Park,9,7823255.8817,2574,593,1486,494,159,220,497,877,1879,78,11,430,0,109,70,332
1432,X002,X,718.373,Bronx Park,Flagship Park,4.0,1.0,5.0,4.0,0.0,19.0,1.0,5.0,167,Bronx Park,161,50234778.8628,146222,42542,88009,15664,27378,14885,10011,52283,46208,41383,1864,8214,124,40132,8296,88365
1433,X003,X,108.91,Pelham Parkway,Parkway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1308,Pelham Parkway,65,40482228.2642,61272,14122,36822,10328,8151,7248,7349,22741,28487,11525,479,6426,44,11491,2818,27276
1434,X004,X,205.647,Bronx River Parkway,Parkway,0.0,0.0,3.0,3.0,0.0,14.0,0.0,2.0,168,Bronx River Parkway,185,68848948.707,160316,45656,95142,19517,27792,17262,11849,56906,35544,70719,1914,4991,159,38464,8505,82220
1435,X004A,X,0.0,James Burke Ballfield,Recreation Field/Courts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733,James Burke Ballfield,21,8489849.66551,16996,4540,9806,2654,3320,1955,1083,6355,3051,9571,179,97,19,3130,949,8334
1436,X007,X,8.834,Castle Hill Park,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217,Castle Hill Park,12,4707133.91659,8001,2397,4639,962,1286,711,532,2527,1810,3073,107,198,11,2280,520,5154
1437,X008,X,38.536,Claremont Park,Community Park,10.0,0.0,4.0,1.0,0.0,3.0,0.0,1.0,249,Claremont Park,86,21975419.0449,86789,27767,51183,7836,17063,7154,3124,27342,15121,33155,1263,1323,87,30268,5564,57453
1438,X010,X,127.5,Crotona Park,Flagship Park,14.0,20.0,7.0,3.0,0.0,24.0,0.0,3.0,317,Crotona Park,81,32205695.7359,82639,26983,47740,7915,17080,6605,3560,27244,15819,36401,1304,473,84,23647,4903,51522
1439,X010A,X,15.0,Tremont Park,Neighborhood Park,4.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,1668,Tremont Park,44,14524694.074,33574,10979,19423,3165,6660,2859,1515,11033,6924,14058,504,213,40,9926,1906,21709
1440,X011,X,8.75,Crotona Parkway Malls,Mall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318,Crotona Parkway Malls,61,20740307.0712,62763,20163,36033,6567,14000,4849,2700,21550,15745,22830,1011,490,67,19001,3619,43272
1441,X013,X,5.44,Devoe Park,Neighborhood Park,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,351,Devoe Park,47,14669076.5836,51562,15168,30706,5689,9386,4466,2335,16184,11996,12158,854,2742,41,19926,3847,38118
1442,X014,X,0.432,Horseshoe Playground,Playground,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,655,Horseshoe Playground,44,13785616.934,38657,12324,22346,3987,8212,2884,1541,12637,8652,13817,701,346,180,12315,2644,26968
1443,X015,X,2.49,Joseph Rodman Drake Park,Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,762,Joseph Rodman Drake Park,8,4438324.75087,4525,1336,2855,335,837,345,129,1313,1010,1607,63,50,3,1484,309,3213
1444,X016,X,1.4,Owen F. Dolen Park,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080,Owen F. Dolen Park,23,10333225.4094,12557,3510,7645,1403,1587,1430,1238,4255,4142,1508,123,2554,3,3542,683,6868
1445,X017,X,4.385,Richman (Echo) Park,Neighborhood Park,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1439,Richman (Echo) Park,64,15301013.8252,54739,17267,32485,4986,10798,4439,2043,17276,10683,18248,846,978,52,20281,3652,38543
1446,X019,X,7.84,Ewen Park,Neighborhood Park,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,433,Ewen Park,38,14372675.9257,29962,6446,17571,5942,3692,3774,5363,12830,15973,4157,219,1941,17,6137,1515,12948
1447,X020,X,3.02,Fort Independence Playground,Playground,2.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,473,Fort Independence Playground,21,9558413.32164,16915,3589,10361,2965,2484,2422,1902,6806,6885,3294,136,949,4,4630,1011,9810
1448,X021,X,0.94,Drew Playground,Playground,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,372,Drew Playground,39,10939796.5351,36643,12186,21177,3284,7641,2786,1263,11692,5239,18799,563,163,45,9628,2204,20049
1449,X026,X,0.383,Hines Park,Playground,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,642,Hines Park,41,13043121.8839,37972,12295,22130,3548,8091,3005,1262,12360,6014,18670,596,211,93,10078,2306,21764
1450,X028,X,6.882,Joyce Kilmer Park,Community Park,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,764,Joyce Kilmer Park,57,11923277.6016,54213,15376,31732,7098,10354,6010,2785,19146,9230,22187,759,1522,51,16972,3483,32589
1451,X029,X,1.322,Lyons Square Park,Playground,0.0,0.0,5.0,0.0,0.0,2.0,0.0,1.0,859,Lyons Square Park,33,9003649.59323,26503,8474,15289,2735,5647,1942,788,8374,7018,7433,529,222,29,9233,2038,20484
1452,X030,X,44.174,Macombs Dam Park,Community Park,8.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,866,Macombs Dam Park,50,11455029.2115,49143,14346,29320,5477,9708,4777,2378,16868,8948,18446,646,1103,45,16775,3186,31820
1453,X032,X,0.732,Railroad Park 1,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1410,Railroad Park 1,52,13300619.2568,48920,14787,27806,6323,10732,4860,2035,17626,8562,22339,716,608,36,13642,3018,28752
1454,X033,X,80.936,Mosholu Parkway,Parkway,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,960,Mosholu Parkway,78,22051046.0126,73631,20415,45265,7948,12740,8476,5538,26757,22400,17095,931,7233,45,21363,4556,43679
1455,X034,X,15.049,Mullaly Park,Community Park,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,970,Mullaly Park,71,16259288.8984,71902,22103,42675,7125,13822,6551,3264,23639,13451,25780,1005,1896,60,25015,4698,47788
1456,X038,X,4.637,Washington's Walk,Neighborhood Park,0.0,0.0,2.0,0.0,0.0,9.0,0.0,2.0,1736,Washington's Walk,37,11573217.7164,35465,9720,21379,4364,5959,3537,2126,11620,9894,7129,459,2223,14,13342,2403,26034
1457,X039,X,2771.747,Pelham Bay Park,Flagship Park,24.0,13.0,6.0,7.0,0.0,12.0,12.0,9.0,1307,Pelham Bay Park,40,23653542.1247,26135,5142,15921,5074,3619,3451,4411,11485,16326,3731,115,1163,10,3793,993,9930
1458,X040,X,2.331,Poe Park,Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1349,Poe Park,66,13880054.5829,61312,19075,37125,5106,11510,4993,2446,18956,14352,15132,1091,3195,46,23467,4034,44752
1459,X041,X,1.45,Pulaski Park,Recreation Field/Courts,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1401,Pulaski Park,24,8677709.87221,17863,5522,10463,1878,4102,1152,664,5919,4515,5162,368,133,12,6564,1108,13597
1460,X044,X,11.39,St. James Park,Neighborhood Park,6.0,4.0,2.0,0.0,0.0,4.0,0.0,1.0,1570,St. James Park,82,17115102.146,78213,23772,46953,7499,14563,6376,3199,24137,18698,18267,1357,4178,55,30220,5433,57931
1461,X045,X,35.311,St. Mary's Park,Community Park,4.0,3.0,6.0,0.0,0.0,9.0,0.0,1.0,1577,St. Mary's Park,66,19873751.7282,58458,18607,33874,5978,12192,4491,2003,18686,14140,17760,1088,420,33,21277,3742,44116
1462,X046,X,35.771,Seton Falls Park,Nature Area,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1510,Seton Falls Park,34,20377497.9022,25381,7052,14781,3543,3456,2383,2537,8373,2947,18360,216,313,12,2542,987,7061
1463,X047,X,15.99,Franz Sigel Park,Community Park,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,488,Franz Sigel Park,41,8215170.17901,33675,8849,19431,5396,7040,3933,1862,12840,5948,14481,501,733,33,9787,2191,19881
1464,X051,X,3.306,University Woods,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1695,University Woods,27,6299491.06479,16094,4777,9755,1563,2937,1467,756,5160,3156,4273,303,657,18,6390,1300,11912
1465,X053,X,0.636,O'Neill Triangle,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1062,O'Neill Triangle,41,13921129.4721,41199,13334,23530,4337,8892,3498,1550,13938,7908,17826,662,389,182,11565,2672,25856
1466,X055,X,1.79,Brust Park,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,182,Brust Park,20,11861633.6836,12544,2734,7315,2493,1106,1519,2673,5300,9330,1006,30,757,1,921,495,2695
1467,X068,X,0.31,D'Auria-Murphy Triangle,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,D'Auria-Murphy Triangle,42,12564647.7445,39626,12781,23524,3318,8682,3141,1513,13332,11394,11749,627,645,41,13064,2104,26211
1468,X077,X,0.17,Featherbed Triangle,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445,Featherbed Triangle,39,8861951.82422,33176,10254,19810,3114,6783,2856,1333,10972,5976,13332,462,176,30,11170,2029,21896
1469,X080,X,8.972,Henry Hudson Park,Neighborhood Park,2.0,0.0,2.0,0.0,0.0,6.0,0.0,1.0,624,Henry Hudson Park,15,6050411.84698,8363,1297,4093,2974,544,1041,2379,3964,6358,844,25,468,6,372,291,1406
1470,X081,X,1.682,Mount Eden Malls,Mall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,964,Mount Eden Malls,67,15286002.6027,62633,19424,37913,5293,11951,5482,2417,19850,11776,21340,957,1113,61,23404,3974,43820
1471,X085,X,0.911,Slattery Playground,Playground,3.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,1535,Slattery Playground,61,12486070.218,57640,18852,34362,4429,11101,4564,1867,17534,12130,17505,1060,1177,55,21871,3839,41832
1472,X086,X,0.488,Charlton Garden,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233,Charlton Garden,34,11537697.7265,31686,10122,18423,3133,6755,2689,1247,10696,5963,14276,531,252,218,8470,1969,19474
1473,X087,X,0.974,Zimmerman Playground,Playground,2.0,0.0,2.0,0.0,0.0,5.0,0.0,1.0,1794,Zimmerman Playground,32,8855305.66654,24151,6232,14606,3315,4535,3008,1829,9372,7173,9298,266,1044,17,5178,1170,12889
1474,X088,X,83.615,Pugsley Creek Park,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1400,Pugsley Creek Park,30,18959257.7792,28538,8031,16708,3796,3992,2823,2596,9411,7585,10278,320,616,39,7945,1762,18893
1475,X090,X,6.6,Spuyten Duyvil Shorefront Park,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1563,Spuyten Duyvil Shorefront Park,8,2827089.46436,4049,574,1911,1567,268,504,1238,2012,3084,420,10,225,4,168,137,686
1476,X092,X,1146.43,Van Cortlandt Park,Flagship Park,15.0,12.0,7.0,12.0,0.0,14.0,12.0,2.0,1702,Van Cortlandt Park,79,34043460.5421,57994,13474,35404,9119,8039,7582,7467,23091,26477,10771,456,5402,23,11831,3033,25380
1477,X094,X,7.156,Bridge Park,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160,Bridge Park,27,7834715.83921,20612,4164,13978,2467,3061,1467,4067,8598,9401,5732,116,2498,18,1971,871,4689
1478,X101,X,229.14,Hutchinson River Parkway,Parkway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671,Hutchinson River Parkway,36,17723422.5127,14553,3144,8773,2629,1601,1688,2330,5612,8179,1641,98,1189,5,2823,610,6513
1479,X101A,X,1.285,Samuel H. Young Park,Recreation Field/Courts,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1485,Samuel H. Young Park,19,10084524.4898,10749,2593,6586,1569,1325,1329,1341,3994,5056,900,91,1839,4,2386,481,4996
1480,X102,X,0.553,Ciccarone Park,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,245,Ciccarone Park,37,11126382.2814,31608,10194,18777,2639,7016,2441,1084,10541,10274,7993,497,674,35,10525,1607,20621
1481,X103,X,1.394,People's Park,Playground,3.0,0.0,5.0,1.0,0.0,4.0,0.0,1.0,1311,People's Park,38,10676324.7262,35647,11363,20750,3534,7288,2630,1208,11125,8737,9973,798,235,25,13650,2229,27601
1482,X104,X,19.749,Williamsbridge Oval,Neighborhood Park,0.0,8.0,2.0,0.0,0.0,6.0,0.0,2.0,1772,Williamsbridge Oval,49,10514443.6801,41427,11912,25455,4062,7164,4625,2866,14656,11900,9548,577,4855,34,11925,2586,24828
1483,X105,X,0.764,Jerome Slope,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743,Jerome Slope,41,9946581.0567,43079,13139,25714,4223,8349,3924,1930,14201,7814,15917,559,714,34,15192,2839,28748
1484,X106,X,0.696,Garrison Playground,Playground,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,523,Garrison Playground,17,3869653.60578,10545,3112,6121,1316,2333,961,417,3714,2146,4261,169,102,15,3225,630,6856
1485,X107,X,0.136,Hawkins Park,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617,Hawkins Park,4,7249160.30299,2713,466,1549,697,253,392,615,1262,2261,90,15,107,7,162,74,536
1486,X108,X,2.213,Belmont Playground (182),Playground,6.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,122,Belmont Playground (182),48,12879071.1649,41673,13309,24421,3940,9533,3264,1573,14372,11427,13723,670,516,44,13042,2251,27920
1487,X110A,X,1.0,Hackett Park,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578,Hackett Park,14,12151934.8358,6159,1170,3429,1558,626,665,1646,2935,4445,576,18,483,0,367,272,1272
1488,X110B,X,0.5,Phyllis Post Goodman Park,Parkway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1320,Phyllis Post Goodman Park,16,5802103.44606,8937,1504,4550,2881,556,1142,2577,4274,6630,937,24,569,8,431,335,1572
1489,X110C,X,0.5,Park (230),Parkway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1278,Park (230),22,8070913.76665,12895,2303,6677,3915,925,1652,3526,6102,9720,1130,35,872,7,647,485,2237
1490,X110D,X,0.5,Bell Tower Park,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,Bell Tower Park,22,10206187.9928,15893,3102,8862,3924,1336,1967,3992,7295,12434,1083,28,961,1,806,574,2785
1491,X111,X,1.8,Cedar Playground,Neighborhood Park,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,223,Cedar Playground,30,8029077.54768,26049,8136,15462,2447,4859,2444,1173,8474,4113,10511,471,211,23,9046,1674,16935
1492,X112,X,0.477,Hilton White Playground,Jointly Operated Playground,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,641,Hilton White Playground,33,11358729.0671,32232,10380,18569,3284,6975,2596,1296,10871,6593,13640,538,297,219,8951,1994,20707
1493,X113,X,0.717,Hunts Point Playground,Jointly Operated Playground,2.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,669,Hunts Point Playground,12,7180629.91913,12284,4037,7320,929,2440,998,317,3758,2826,3989,198,105,11,4264,893,9048
1494,X114,X,0.381,Goble Playground,Playground,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,537,Goble Playground,51,10936108.5281,43907,13472,26553,3883,8607,3955,1723,14287,8572,15439,736,560,35,15860,2704,30762
1495,X115,X,0.977,Mott Playground,Jointly Operated Playground,1.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,963,Mott Playground,57,11519129.3646,51423,16126,30147,5148,9876,4573,2118,16563,8246,21836,690,1057,35,16338,3216,31158
1496,X116,X,1.815,Rev J Polite Playground,Jointly Operated Playground,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1435,Rev J Polite Playground,42,14563066.849,39385,12675,23065,3647,8129,3055,1716,12899,8190,15590,662,402,93,11894,2549,25944
1497,X118,X,205.31,Soundview Park,Flagship Park,6.0,0.0,5.0,4.0,0.0,7.0,1.0,2.0,1545,Soundview Park,27,19980263.4114,31742,8706,18643,4392,5132,3334,2593,11058,7265,14133,383,444,49,7559,1906,18680
1498,X118A,X,1.16,Harding Park Beautification Project,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592,Harding Park Beautification Project,7,5553125.99721,5934,1606,3637,687,446,555,875,1874,1733,1678,52,197,12,1882,383,4184
1499,X119,X,0.11,Alexander's Alley,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,Alexander's Alley,32,9965854.46359,32157,9964,18603,3593,6960,2318,1103,10382,7571,10071,687,224,28,11698,1879,24022
1500,X120,X,0.82,Highbridge Neighorhood Park,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,634,Highbridge Neighorhood Park,29,6873480.08464,24465,7834,14266,2365,4985,2099,1077,8162,4277,10114,325,135,13,8104,1504,16072
1501,X121,X,1.904,Bufano Park,Playground,8.0,0.0,2.0,0.0,0.0,7.0,0.0,1.0,186,Bufano Park,15,12066440.547,11240,2475,6937,1830,1401,1284,1790,4474,7333,721,94,494,4,2138,457,4868
1502,X122,X,4.0,Colucci Playground,Neighborhood Park,4.0,0.0,1.0,1.0,0.0,7.0,0.0,1.0,281,Colucci Playground,14,6988712.91663,9855,1952,6121,1782,1312,1460,1621,4393,6351,636,41,665,5,1774,384,4458
1503,X123,X,3.21,Noble Playground,Playground,0.0,0.0,3.0,1.0,0.0,4.0,0.0,1.0,994,Noble Playground,37,10758127.3795,28168,8489,16648,3032,5089,2792,1710,9590,7113,9225,430,1065,21,8642,1667,18660
